category,location,old,new
Node,01 — Director / Feedback + Chat:I93:11972;77:4015;4011:5735:01 — Director / Feedback + Chat/Director / New Feedback/main/content/feedback-layout/Feedback / Panel/tab navigation/Tab / Buttons,Tab / Buttons,Navigation / Tab
Instance property,01 — Director / Feedback + Chat:I93:11972;77:4015;4011:5735:Navigation / Tab,state,State
Instance property value,01 — Director / Feedback + Chat:I93:11972;77:4015;4011:5735:Navigation / Tab/State,disabled,Disabled
Node,01 — Director / Feedback + Chat:I93:11972;77:4015;4011:5750:01 — Director / Feedback + Chat/Director / New Feedback/main/content/feedback-layout/Feedback / Panel/tab navigation/Tab / Buttons,Tab / Buttons,Navigation / Tab
Instance property,01 — Director / Feedback + Chat:I93:11972;77:4015;4011:5750:Navigation / Tab,state,State
Instance property value,01 — Director / Feedback + Chat:I93:11972;77:4015;4011:5750:Navigation / Tab/State,disabled,Disabled
Node,01 — Director / Feedback + Chat:4002:1974:01 — Director / Feedback + Chat/Notes/Group 1,Group 1,notes-layout
Instance property,01 — Director / Feedback + Chat:4002:1980:add-files,icon style,Icon
Instance property value,01 — Director / Feedback + Chat:4002:1980:add-files/Icon,plus,Plus
Node,01 — Director / Feedback + Chat:I4002:1981;73:1550:01 — Director / Feedback + Chat/Notes/notes-layout/Prompt / Editor/prompt-textarea-group/prompt-metadata-bar/Prompt / Model Selector/icon,icon,UI / Icon
Instance property,01 — Director / Feedback + Chat:I4002:1981;73:1550:UI / Icon,icon style,Icon
Instance property value,01 — Director / Feedback + Chat:I4002:1981;73:1550:UI / Icon/Icon,chevron-down,Chevron Down
Instance property,01 — Director / Feedback + Chat:4002:1982:enter-button,state,State
Node,01 — Director / Feedback + Chat:I4002:1982;73:1199:01 — Director / Feedback + Chat/Notes/notes-layout/Prompt / Editor/prompt-textarea-group/prompt-metadata-bar/enter-button/icon,icon,UI / Icon
Instance property,01 — Director / Feedback + Chat:I4002:1982;73:1199:UI / Icon,icon style,Icon
Instance property value,01 — Director / Feedback + Chat:I4002:1982;73:1199:UI / Icon/Icon,arrow-up,Arrow Up
Node,01 — Director / Feedback + Chat:4002:1985:01 — Director / Feedback + Chat/Notes/notes-layout/Prompt / Menu/dropdown-item-list/Prompt / Menu / Menu Item,Prompt / Menu / Menu Item,Prompt / Menu Item
Instance property,01 — Director / Feedback + Chat:4002:1985:Prompt / Menu Item,state,State
Instance property value,01 — Director / Feedback + Chat:4002:1985:Prompt / Menu Item/State,default,Default
Node,01 — Director / Feedback + Chat:4002:1986:01 — Director / Feedback + Chat/Notes/notes-layout/Prompt / Menu/dropdown-item-list/Prompt / Menu / Menu Item,Prompt / Menu / Menu Item,Prompt / Menu Item
Instance property,01 — Director / Feedback + Chat:4002:1986:Prompt / Menu Item,state,State
Instance property value,01 — Director / Feedback + Chat:4002:1986:Prompt / Menu Item/State,hover,Hover
Node,01 — Director / Feedback + Chat:4002:1987:01 — Director / Feedback + Chat/Notes/notes-layout/Flyout / Menu,Flyout / Menu,Navigation / Flyout
Node,01 — Director / Feedback + Chat:4002:1989:01 — Director / Feedback + Chat/Notes/notes-layout/Navigation / Flyout/dropdown-item-list/Flyout / Buttons,Flyout / Buttons,Navigation / Flyout Item
Instance property,01 — Director / Feedback + Chat:4002:1989:Navigation / Flyout Item,state,State
Instance property value,01 — Director / Feedback + Chat:4002:1989:Navigation / Flyout Item/State,rest,Default
Node,01 — Director / Feedback + Chat:I4002:1989;73:1142:01 — Director / Feedback + Chat/Notes/notes-layout/Navigation / Flyout/dropdown-item-list/Navigation / Flyout Item/menu-item/icon,icon,UI / Icon
Instance property,01 — Director / Feedback + Chat:I4002:1989;73:1142:UI / Icon,icon style,Icon
Instance property value,01 — Director / Feedback + Chat:I4002:1989;73:1142:UI / Icon/Icon,plus,Plus
Node,01 — Director / Feedback + Chat:4002:1990:01 — Director / Feedback + Chat/Notes/notes-layout/Navigation / Flyout/dropdown-item-list/Flyout / Buttons,Flyout / Buttons,Navigation / Flyout Item
Instance property,01 — Director / Feedback + Chat:4002:1990:Navigation / Flyout Item,state,State
Instance property value,01 — Director / Feedback + Chat:4002:1990:Navigation / Flyout Item/State,hover,Hover
Node,01 — Director / Feedback + Chat:I4002:1990;73:1157:01 — Director / Feedback + Chat/Notes/notes-layout/Navigation / Flyout/dropdown-item-list/Navigation / Flyout Item/menu-item/icon,icon,UI / Icon
Instance property,01 — Director / Feedback + Chat:I4002:1990;73:1157:UI / Icon,icon style,Icon
Instance property value,01 — Director / Feedback + Chat:I4002:1990;73:1157:UI / Icon/Icon,pencil,Pencil
Node,01 — Director / Feedback + Chat:4002:1991:01 — Director / Feedback + Chat/Notes/notes-layout/Navigation / Flyout/dropdown-item-list/Flyout / Buttons,Flyout / Buttons,Navigation / Flyout Item
Instance property,01 — Director / Feedback + Chat:4002:1991:Navigation / Flyout Item,state,State
Instance property value,01 — Director / Feedback + Chat:4002:1991:Navigation / Flyout Item/State,rest,Default
Node,01 — Director / Feedback + Chat:I4002:1991;73:1142:01 — Director / Feedback + Chat/Notes/notes-layout/Navigation / Flyout/dropdown-item-list/Navigation / Flyout Item/menu-item/icon,icon,UI / Icon
Instance property,01 — Director / Feedback + Chat:I4002:1991;73:1142:UI / Icon,icon style,Icon
Instance property value,01 — Director / Feedback + Chat:I4002:1991;73:1142:UI / Icon/Icon,star,Star
Node,01 — Director / Feedback + Chat:4002:1992:01 — Director / Feedback + Chat/Notes/notes-layout/Navigation / Flyout/dropdown-item-list/Flyout / Buttons,Flyout / Buttons,Navigation / Flyout Item
Instance property,01 — Director / Feedback + Chat:4002:1992:Navigation / Flyout Item,state,State
Instance property value,01 — Director / Feedback + Chat:4002:1992:Navigation / Flyout Item/State,rest,Default
Node,01 — Director / Feedback + Chat:I4002:1992;73:1142:01 — Director / Feedback + Chat/Notes/notes-layout/Navigation / Flyout/dropdown-item-list/Navigation / Flyout Item/menu-item/icon,icon,UI / Icon
Instance property,01 — Director / Feedback + Chat:I4002:1992;73:1142:UI / Icon,icon style,Icon
Instance property value,01 — Director / Feedback + Chat:I4002:1992;73:1142:UI / Icon/Icon,bin,Bin
Node,02 — Director / Compare:93:10142:02 — Director / Compare/Director / Compare/sidebar/Sidebar / Sidebar,Sidebar / Sidebar,Navigation / Sidebar
Node,02 — Director / Compare:I93:10142;14:679:02 — Director / Compare/Director / Compare/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,02 — Director / Compare:I93:10142;14:679:Navigation / Item,state,State
Instance property value,02 — Director / Compare:I93:10142;14:679:Navigation / Item/State,active,Active
Instance property,02 — Director / Compare:I93:10142;14:679:Navigation / Item,size,Size
Instance property value,02 — Director / Compare:I93:10142;14:679:Navigation / Item/Size,large,Large
Node,02 — Director / Compare:I93:10142;14:682:02 — Director / Compare/Director / Compare/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,02 — Director / Compare:I93:10142;14:682:Navigation / Item,state,State
Instance property value,02 — Director / Compare:I93:10142;14:682:Navigation / Item/State,disabled,Disabled
Instance property,02 — Director / Compare:I93:10142;14:682:Navigation / Item,size,Size
Instance property value,02 — Director / Compare:I93:10142;14:682:Navigation / Item/Size,large,Large
Node,02 — Director / Compare:I93:10142;14:684:02 — Director / Compare/Director / Compare/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,02 — Director / Compare:I93:10142;14:684:Navigation / Item,state,State
Instance property value,02 — Director / Compare:I93:10142;14:684:Navigation / Item/State,disabled,Disabled
Instance property,02 — Director / Compare:I93:10142;14:684:Navigation / Item,size,Size
Instance property value,02 — Director / Compare:I93:10142;14:684:Navigation / Item/Size,large,Large
Node,02 — Director / Compare:I93:10142;14:686:02 — Director / Compare/Director / Compare/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,02 — Director / Compare:I93:10142;14:686:Navigation / Item,state,State
Instance property value,02 — Director / Compare:I93:10142;14:686:Navigation / Item/State,disabled,Disabled
Instance property,02 — Director / Compare:I93:10142;14:686:Navigation / Item,size,Size
Instance property value,02 — Director / Compare:I93:10142;14:686:Navigation / Item/Size,large,Large
Node,02 — Director / Compare:I93:10142;14:688:02 — Director / Compare/Director / Compare/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,02 — Director / Compare:I93:10142;14:688:Navigation / Item,state,State
Instance property value,02 — Director / Compare:I93:10142;14:688:Navigation / Item/State,disabled,Disabled
Instance property,02 — Director / Compare:I93:10142;14:688:Navigation / Item,size,Size
Instance property value,02 — Director / Compare:I93:10142;14:688:Navigation / Item/Size,large,Large
Node,02 — Director / Compare:I93:10142;14:697:02 — Director / Compare/Director / Compare/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,02 — Director / Compare:I93:10142;14:697:Navigation / Item,state,State
Instance property value,02 — Director / Compare:I93:10142;14:697:Navigation / Item/State,disabled,Disabled
Instance property,02 — Director / Compare:I93:10142;14:697:Navigation / Item,size,Size
Instance property value,02 — Director / Compare:I93:10142;14:697:Navigation / Item/Size,large,Large
Instance property value,02 — Director / Compare:93:10145:topbar/Module,model only,Model Only
Node,02 — Director / Compare:I93:10145;4010:4232:02 — Director / Compare/Director / Compare/main/feedback-content/topbar/Model Bar,Model Bar,UI / Model Bar
Instance property value,02 — Director / Compare:I93:10145;4010:4232;73:1125:UI / Status Badge/Status,active,Active
Instance property,02 — Director / Compare:93:10146:header,type,Type
Instance property value,02 — Director / Compare:93:10146:header/Type,Header full toolbar,Header Full Toolbar
Node,02 — Director / Compare:I93:10146;4007:4452:02 — Director / Compare/Director / Compare/main/feedback-content/header/Project -toolbar,Project -toolbar,project-toolbar
Node,02 — Director / Compare:I93:10146;93:8705:02 — Director / Compare/Director / Compare/main/feedback-content/header/project-toolbar/Button,Button,UI / Button
Node,02 — Director / Compare:I93:10146;4007:4132:02 — Director / Compare/Director / Compare/main/feedback-content/header/project-toolbar/Button,Button,UI / Button
Node,02 — Director / Compare:4014:5207:02 — Director / Compare/Director / Compare/main/feedback-content/Director / Feedback Panel,Director / Feedback Panel,Feedback / Panel
Instance property value,02 — Director / Compare:4014:5207:Feedback / Panel/Module,tab navigation,Tabs
Node,02 — Director / Compare:I4014:5207;77:4015;31:1214:02 — Director / Compare/Director / Compare/main/feedback-content/Feedback / Panel/tab navigation/Tab / Buttons,Tab / Buttons,Navigation / Tab
Instance property,02 — Director / Compare:I4014:5207;77:4015;31:1214:Navigation / Tab,state,State
Instance property value,02 — Director / Compare:I4014:5207;77:4015;31:1214:Navigation / Tab/State,disabled,Disabled
Node,02 — Director / Compare:I4014:5207;77:4015;31:1217:02 — Director / Compare/Director / Compare/main/feedback-content/Feedback / Panel/tab navigation/Tab / Buttons,Tab / Buttons,Navigation / Tab
Instance property,02 — Director / Compare:I4014:5207;77:4015;31:1217:Navigation / Tab,state,State
Instance property value,02 — Director / Compare:I4014:5207;77:4015;31:1217:Navigation / Tab/State,active,Active
Node,02 — Director / Compare:93:10147:02 — Director / Compare/Director / Compare/main/feedback-content/section-imprint,section-imprint,feedback-panel
Node,02 — Director / Compare:I93:10147;74:1893:02 — Director / Compare/Director / Compare/main/feedback-content/feedback-panel/file-box/Feedback / File Box,Feedback / File Box,Feedback / File
Node,02 — Director / Compare:I93:10147;4014:5128:02 — Director / Compare/Director / Compare/main/feedback-content/feedback-panel/feedback/Frame 4,Frame 4,source-meta
Instance property,02 — Director / Compare:I93:10147;4014:4905:photography-input,form,Type
Instance property value,02 — Director / Compare:I93:10147;4014:4905:photography-input/Type,selector,Selector
Node,02 — Director / Compare:I93:10147;4014:4905;73:1190:02 — Director / Compare/Director / Compare/main/feedback-content/feedback-panel/feedback/source-meta/Frame 2/photography-input/icon,icon,UI / Icon
Instance property,02 — Director / Compare:I93:10147;4014:4905;73:1190:UI / Icon,icon style,Icon
Instance property value,02 — Director / Compare:I93:10147;4014:4905;73:1190:UI / Icon/Icon,chevron-down,Chevron Down
Instance property,02 — Director / Compare:I93:10147;4014:5052:photography-input,form,Type
Instance property value,02 — Director / Compare:I93:10147;4014:5052:photography-input/Type,selector,Selector
Node,02 — Director / Compare:I93:10147;4014:5052;73:1190:02 — Director / Compare/Director / Compare/main/feedback-content/feedback-panel/feedback/source-meta/Frame 3/photography-input/icon,icon,UI / Icon
Instance property,02 — Director / Compare:I93:10147;4014:5052;73:1190:UI / Icon,icon style,Icon
Instance property value,02 — Director / Compare:I93:10147;4014:5052;73:1190:UI / Icon/Icon,chevron-down,Chevron Down
Instance property,02 — Director / Compare:I93:10147;74:1915:photography-input,form,Type
Instance property value,02 — Director / Compare:I93:10147;74:1915:photography-input/Type,selector,Selector
Node,02 — Director / Compare:I93:10147;74:1915;73:1190:02 — Director / Compare/Director / Compare/main/feedback-content/feedback-panel/feedback/prompt-bar/action-bar/photography-input/icon,icon,UI / Icon
Instance property,02 — Director / Compare:I93:10147;74:1915;73:1190:UI / Icon,icon style,Icon
Instance property value,02 — Director / Compare:I93:10147;74:1915;73:1190:UI / Icon/Icon,chevron-down,Chevron Down
